	input	category	prediction
349	Paula brought the donut to the duck .	prim_to_subj_proper	Paula ( 1 ) ; * donut ( 9 ) ; * duck ( 17 ) ; bring ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
350	Paula helped a girl beside the table .	prim_to_subj_proper	Paula ( 1 ) ; girl ( 9 ) ; * table ( 17 ) ; help ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . beside ( 9 , 17 )
351	Paula mailed Liam the newspaper .	prim_to_subj_proper	Paula ( 1 ) ; Liam ( 5 ) ; * newspaper ( 9 ) ; mail ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
352	Paula gave a cake on a table to Emma .	prim_to_subj_proper	Paula ( 1 ) ; cake ( 9 ) ; table ( 17 ) ; Emma ( 25 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 25 ) AND nmod . on ( 9 , 17 )
353	Paula wanted to paint .	prim_to_subj_proper	Paula ( 1 ) ; want ( 3 ) AND agent ( 3 , 1 ) AND xcomp ( 3 , 5 ) AND paint ( 5 )
354	Paula lended a donut on a gravel to the girl .	prim_to_subj_proper	Paula ( 1 ) ; donut ( 9 ) ; gravel ( 17 ) ; * girl ( 25 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 25 ) AND nmod . on ( 9 , 17 )
355	Paula helped a glue in the garden .	prim_to_subj_proper	Paula ( 1 ) ; glue ( 9 ) ; * garden ( 17 ) ; help ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 5 , 17 )
356	Paula rolled a boy .	prim_to_subj_proper	Paula ( 1 ) ; boy ( 9 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
357	Paula gave a patient the donut in the barrel .	prim_to_subj_proper	Paula ( 1 ) ; patient ( 9 ) ; * donut ( 17 ) ; * barrel ( 23 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 ) AND nmod . in ( 17 , 23 )
358	Paula froze the crayon on the pad .	prim_to_subj_proper	Paula ( 1 ) ; * crayon ( 9 ) ; * pad ( 17 ) ; freeze ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
359	Paula lended the donut to a girl .	prim_to_subj_proper	Paula ( 1 ) ; * donut ( 9 ) ; girl ( 17 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
360	Abigail gave the hedgehog to the frog .	subj_to_obj_common	Abigail ( 1 ) ; * hedgehog ( 9 ) ; * frog ( 17 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
361	A dog liked the hedgehog beside the seat .	subj_to_obj_common	dog ( 1 ) ; * hedgehog ( 5 ) ; * seat ( 9 ) ; like ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . beside ( 5 , 9 )
362	Isabella crumpled the hedgehog .	subj_to_obj_common	Isabella ( 1 ) ; * hedgehog ( 9 ) ; crumple ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
363	The girl found the hedgehog on a table .	subj_to_obj_common	* girl ( 1 ) ; * hedgehog ( 5 ) ; table ( 9 ) ; find ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . on ( 5 , 9 )
364	The guest handed the hedgehog in the vehicle to a lion .	subj_to_obj_common	* guest ( 1 ) ; * hedgehog ( 9 ) ; * vehicle ( 17 ) ; lion ( 25 ) ; hand ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 25 ) AND nmod . in ( 9 , 17 )
365	Emma crumpled a hedgehog on the stage .	subj_to_obj_common	Emma ( 1 ) ; hedgehog ( 9 ) ; stage ( 17 ) ; crumple ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 5 , 17 )
366	Liam gave Emma the hedgehog beside the road in the bag .	subj_to_obj_common	Liam ( 1 ) ; Emma ( 5 ) ; * hedgehog ( 9 ) ; * road ( 13 ) ; * bag ( 17 ) ; give ( 21 ) AND agent ( 21 , 1 ) AND recipient ( 21 , 5 ) AND theme ( 21 , 9 ) AND nmod . beside ( 9 , 13 ) AND nmod . in ( 9 , 17 )
367	A girl snapped a hedgehog on a tree beside the table .	subj_to_obj_common	girl ( 1 ) ; hedgehog ( 5 ) ; * table ( 9 ) ; tree ( 13 ) ; snap ( 17 ) AND agent ( 17 , 1 ) AND theme ( 17 , 5 ) AND nmod . on ( 5 , 13 ) AND nmod . beside ( 13 , 9 )
368	Benjamin floated the hedgehog in a room .	subj_to_obj_common	Benjamin ( 1 ) ; * hedgehog ( 9 ) ; room ( 17 ) ; float ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 5 , 17 )
369	Emma rolled a hedgehog on the notebook .	subj_to_obj_common	Emma ( 1 ) ; hedgehog ( 9 ) ; * notebook ( 17 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 5 , 17 )
370	The frog shortened the hedgehog in a box .	subj_to_obj_common	* frog ( 1 ) ; * hedgehog ( 9 ) ; box ( 17 ) ; shorten ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 9 , 17 )
371	Emma gave a bunny a hedgehog .	subj_to_obj_common	Emma ( 1 ) ; bunny ( 9 ) ; hedgehog ( 17 ) ; give ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 17 )
372	Isabella poked the hedgehog beside the table .	subj_to_obj_common	Isabella ( 1 ) ; * hedgehog ( 9 ) ; * table ( 17 ) ; poke ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . beside ( 9 , 17 )
373	The boy liked that Alexander brought a monster a hedgehog .	subj_to_obj_common	* boy ( 1 ) ; Alexander ( 5 ) ; monster ( 9 ) ; hedgehog ( 13 ) ; like ( 17 ) AND agent ( 17 , 1 ) AND ccomp ( 17 , 21 ) AND bring ( 21 ) AND agent ( 21 , 5 ) AND recipient ( 21 , 9 ) AND theme ( 21 , 13 )
374	A doctor lended a hedgehog beside a cup to a hero .	subj_to_obj_common	doctor ( 1 ) ; hedgehog ( 9 ) ; cup ( 17 ) ; hero ( 25 ) ; lend ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 25 ) AND nmod . beside ( 9 , 17 )
375	A child shortened the hedgehog in a room .	subj_to_obj_common	child ( 1 ) ; * hedgehog ( 9 ) ; room ( 17 ) ; shorten ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 5 , 17 )
376	Emma declared that a cat gave the hedgehog to a girl .	subj_to_obj_common	Emma ( 1 ) ; cat ( 9 ) ; * hedgehog ( 17 ) ; girl ( 25 ) ; declare ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND give ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 ) AND recipient ( 13 , 25 )
377	Emma ate a hedgehog .	subj_to_obj_common	Emma ( 1 ) ; hedgehog ( 9 ) ; eat ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
378	The customer supported that a boy proved that the girl gave a hedgehog to a mouse .	subj_to_obj_common	* customer ( 1 ) ; boy ( 5 ) ; * girl ( 9 ) ; hedgehog ( 13 ) ; mouse ( 17 ) ; support ( 21 ) AND agent ( 21 , 1 ) AND ccomp ( 21 , 25 ) AND prove ( 25 ) AND agent ( 25 , 5 ) AND ccomp ( 25 , 29 ) AND give ( 29 ) AND agent ( 29 , 9 ) AND theme ( 29 , 13 ) AND recipient ( 29 , 17 )
379	Emma stabbed a hedgehog .	subj_to_obj_common	Emma ( 1 ) ; hedgehog ( 9 ) ; stab ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
380	William rolled Lina .	subj_to_obj_proper	William ( 1 ) ; Lina ( 9 ) ; roll ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
381	Addison handed Lina to Emma .	subj_to_obj_proper	Addison ( 1 ) ; Lina ( 5 ) ; Emma ( 9 ) ; hand ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
382	The girl offered the horse Lina .	subj_to_obj_proper	* girl ( 1 ) ; * horse ( 5 ) ; Lina ( 9 ) ; offer ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
383	Emma cleaned Lina .	subj_to_obj_proper	Emma ( 1 ) ; Lina ( 9 ) ; clean ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
384	The boy gave the girl Lina .	subj_to_obj_proper	* boy ( 1 ) ; * girl ( 5 ) ; Lina ( 9 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
385	Logan gave the cat Lina .	subj_to_obj_proper	Logan ( 1 ) ; * cat ( 9 ) ; Lina ( 5 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
386	A king liked that a chicken gave Emma Lina .	subj_to_obj_proper	king ( 1 ) ; chicken ( 9 ) ; Emma Lina ( 17 ) ; like ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND give ( 13 ) AND agent ( 13 , 9 ) AND recipient ( 13 , 17 )
387	Daniel promised Ellie Lina .	subj_to_obj_proper	Daniel ( 1 ) ; Ellie ( 5 ) ; Lina ( 9 ) ; promise ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
388	The duck liked Lina .	subj_to_obj_proper	* duck ( 1 ) ; Lina ( 5 ) ; like ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
389	Caleb sold Ethan Lina .	subj_to_obj_proper	Caleb ( 1 ) ; Ethan ( 5 ) ; Lina ( 9 ) ; sell ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
390	Emma believed that Noah gave Liam Lina .	subj_to_obj_proper	Emma ( 1 ) ; Noah ( 5 ) ; Liam ( 9 ) ; Lina ( 13 ) ; believe ( 17 ) AND agent ( 17 , 1 ) AND ccomp ( 17 , 21 ) AND give ( 21 ) AND agent ( 21 , 5 ) AND recipient ( 21 , 9 ) AND theme ( 21 , 13 )
391	Emma passed Lina to a kitty .	subj_to_obj_proper	Emma ( 1 ) ; Lina ( 5 ) ; kitty ( 9 ) ; pass ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
392	The princess ate Lina .	subj_to_obj_proper	* princess ( 1 ) ; Lina ( 5 ) ; eat ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
393	Evelyn gave Lina to a journalist .	subj_to_obj_proper	Evelyn ( 1 ) ; Lina ( 5 ) ; journalist ( 9 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND recipient ( 13 , 9 )
394	Oliver dusted Lina .	subj_to_obj_proper	Oliver ( 1 ) ; Lina ( 9 ) ; dust ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
395	A giraffe mailed Lina to the girl .	subj_to_obj_proper	giraffe ( 1 ) ; Lina ( 9 ) ; * girl ( 17 ) ; mail ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND recipient ( 5 , 17 )
396	Elijah grew Lina .	subj_to_obj_proper	Elijah ( 1 ) ; Lina ( 5 ) ; grow ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
397	The bear painted Lina .	subj_to_obj_proper	* bear ( 1 ) ; Lina ( 5 ) ; paint ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
398	A butterfly rolled Lina .	subj_to_obj_proper	butterfly ( 3 ) ; Lina ( 9 ) ; roll ( 5 ) AND agent ( 5 , 3 ) AND theme ( 5 , 9 )
399	A scientist gave Penelope Lina .	subj_to_obj_proper	scientist ( 1 ) ; Penelope ( 5 ) ; Lina ( 9 ) ; give ( 13 ) AND agent ( 13 , 1 ) AND recipient ( 13 , 5 ) AND theme ( 13 , 9 )
400	A boy shattered the block on a tree .	unacc_to_transitive	boy ( 1 ) ; * block ( 5 ) ; tree ( 9 ) ; shatter ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . on ( 5 , 9 )
401	Liam shattered the cake beside a table .	unacc_to_transitive	Liam ( 1 ) ; * cake ( 9 ) ; table ( 17 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . beside ( 9 , 17 )
402	A girl shattered a block .	unacc_to_transitive	girl ( 1 ) ; block ( 5 ) ; shatter ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
403	Harper shattered a ball in a house .	unacc_to_transitive	Harper ( 1 ) ; ball ( 9 ) ; house ( 17 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . in ( 9 , 17 )
404	The girl shattered a donut .	unacc_to_transitive	* girl ( 1 ) ; donut ( 5 ) ; shatter ( 9 ) AND agent ( 9 , 1 ) AND theme ( 9 , 5 )
405	A professor shattered Emily .	unacc_to_transitive	professor ( 1 ) ; Emily ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
406	The child shattered Olivia .	unacc_to_transitive	* child ( 1 ) ; Olivia ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
407	Alexander shattered the researcher on a mattress .	unacc_to_transitive	Alexander ( 1 ) ; * researcher ( 9 ) ; mattress ( 17 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
408	William supported that Grace shattered the cookie on the table .	unacc_to_transitive	William ( 1 ) ; Grace ( 9 ) ; * cookie ( 17 ) ; * table ( 25 ) ; support ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND shatter ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 ) AND nmod . on ( 17 , 25 )
409	The cat shattered a shell in the storage .	unacc_to_transitive	* cat ( 1 ) ; shell ( 5 ) ; * storage ( 9 ) ; shatter ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . in ( 5 , 9 )
410	Liam shattered the girl .	unacc_to_transitive	Liam ( 1 ) ; * girl ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
411	Carter shattered the cat on the desk .	unacc_to_transitive	Carter ( 1 ) ; * cat ( 9 ) ; * desk ( 17 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
412	Emma shattered a baby .	unacc_to_transitive	Emma ( 1 ) ; baby ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
413	Emma thought that the farmer shattered William .	unacc_to_transitive	Emma ( 1 ) ; * farmer ( 9 ) ; William ( 17 ) ; think ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND shatter ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 )
414	Emma shattered the donut .	unacc_to_transitive	Emma ( 1 ) ; * donut ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
415	Emma shattered the baby .	unacc_to_transitive	Emma ( 1 ) ; * baby ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
416	Lucas shattered a cake .	unacc_to_transitive	Lucas ( 1 ) ; cake ( 9 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 )
417	The politician thought that the lion shattered a donut .	unacc_to_transitive	* politician ( 1 ) ; * lion ( 9 ) ; donut ( 17 ) ; think ( 5 ) AND agent ( 5 , 1 ) AND ccomp ( 5 , 13 ) AND shatter ( 13 ) AND agent ( 13 , 9 ) AND theme ( 13 , 17 )
418	A hero shattered a cake beside a table .	unacc_to_transitive	hero ( 1 ) ; cake ( 5 ) ; table ( 9 ) ; shatter ( 13 ) AND agent ( 13 , 1 ) AND theme ( 13 , 5 ) AND nmod . beside ( 5 , 9 )
419	Mia shattered the raisin on the box .	unacc_to_transitive	Mia ( 1 ) ; * raisin ( 9 ) ; * box ( 17 ) ; shatter ( 5 ) AND agent ( 5 , 1 ) AND theme ( 5 , 9 ) AND nmod . on ( 9 , 17 )
