,example_id,sentence
421,421,"Frankly, I was disappointed in the food. My friend was also disappointed. We were there for lunch. The atmosphere was very pretty and serene."
422,422,"You know those nights when you're craving a late night boba treat after dinner or something, and you finally get your hands on a nice flavored milk tea or tea, and then life is basically ruined when that first chew of boba actually takes a bit of work?"
423,423,We had reservations for 2:30 P.M. but we were seated at a table well before then.
424,424,Food not so good. Overpriced for the quality of the food. Won't go back.
425,425,My husband and I had been looking forward to trying Q and had heard really good things about it from friends.
426,426,"the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries ."
427,427,"As for the fries I wasn't crazy about them, they should be eaten hot or else their not very good."
428,428,a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable .
429,429,too simple for its own good .
430,430,Service and hospitality were excellent. Food was creatively prepared and tasted great. Food choices are varied and interesting. It was a good experience overall.
431,431,There's usually only one cashier who takes the orders so the wait can be long.
432,432,"However, on Easter Sunday they were overwhelmed.The parking lot was full so people where parking on the street and walking in."
433,433,Was a great place for Valentines day.
434,434,Also turns out i drive a 2012 Camry not a 2014!
435,435,"Went for brunch and basic eggs, home fries, and bacon were terrible. The bacon was soggy not crispy. Go to Jane instead. They are world's apart."
436,436,a very average science fiction film .
437,437,We always dine at Mama's when we're on Maui.
438,438,John (the dispatch manager?)
439,439,"occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style ."
440,440,Great food - attentive and friendly staff.
441,441,I have a new pen.
442,442,Accessibility is expected at all public places in this nation.
443,443,We can't go back unless we bring our friends
444,444,"Une semaine plus tard, on me répond que l'heure souhaitée n'est pas disponible et on me propose alors 19h ou 21h."
445,445,2 of the best things I've ever eaten: Buttermilk Biscuit and the Cheddar Jalepeno Grits. Double Yum.
446,446,"it 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable ."
447,447,"Outside this museum, over the bridge, there's a big pond where you can relax."
448,448,VERY DISAPPOINTING! WAY TO EXPENSIVE FOR WHAT YOU GOT...I WOULD NOT GO BACK. NOISY...Waitress mixed up the order...NOT GOOD for spending $33.00 for lunch...:(
449,449,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned ."
450,450,Excellent food and supreme service. Feed Me Justin is excellent!! Will definitely be back
451,451,We were celebrating our wedding anniversary and ended up wishing we went anywhere else for dinner.
452,452,a solidly seaworthy chiller .
453,453,I have breakfast/lunch here at least once every time I come to Vegas.
454,454,I was in a lot of pain so I went to the clinic near my house.
455,455,about as cutting-edge as pet rock : the movie .
456,456,"two hours of melodramatic musical married to two hours of underdog sports intrigue , if the picture also shares the weaknesses of both genres , more 's the pity ."
457,457,"Food was a disappointment, duck confit parpadelle was so greasy it was closer to diner food. Shame, not to the standards of most South End restaurants."
458,458,The combination of an old injury to my tail bone and going through labor gave me limitations at the gym and in everyday life.
459,459,The menus looked to be in poor shape and need to be replaced.
460,460,amazing - everything was perfect
461,461,The wait staff was outstanding! The food we had was very good but all 3 dishes were a little too salty.
462,462,It was served with a bowl of pinto beans.
463,463,"Service was fair at best, and that's the second time we've been there with average to poor service."
464,464,If you cleaned regularly there will be no dust inside.
465,465,"Too much money for overcooked, chewy lobster."
466,466,"price was 11$ for xl pizza with toppings, crazy!"
467,467,I watched this show.
468,468,The new car was too short.
469,469,"I was shocked when they brought the dish out, as it was something different."
470,470,Disappointing given the high ratings; food was ordinary and service was not friendly. Would not recommend.
471,471,"he can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl ."
472,472,"kidman is really the only thing that 's worth watching in birthday girl , a film by the stage-trained jez butterworth -lrb- mojo -rrb- that serves as yet another example of the sad decline of british comedies in the post-full monty world ."
473,473,"Food was good. Portions of Monkfish were VERY small. But it was SO noisy, we could hardly hear each other talk. We probably will not go back there again."
474,474,"It was a bit messy though, the chef could have done a better job putting together the rolls (we ordered mostly maki rolls)."
475,475,Wait Staff was great. Very responsive to question regarding the menu choices. Very attentive to their guest.
476,476,a compendium of solondz 's own worst instincts in under 90 minutes .
477,477,"I wanted to love this place, but it was just OK in my opinion. It was supposed to be the best vacation ever to my favorite beach."
